GEO_ID,NAME,Gini_Index_2010,Gini_Index_2019,Total_Population_2010,Total_Population_2019,Civilians_Employed_Over_16_2012,Civilians_Employed_Over16_2019,Number_Employed_NAICS11_Industry_2012,Number_Employed_NAICS11_Industry_2019,Number_Employed_NAICS71_Industry_2012,Number_Employed_NAICS71_Industry_2019,Population_Poverty_Status_Determined2012,Population_Poverty_Status_Determined2019,Percent_Population_Poverty_Status_Determined2012,Percent_Population_Poverty_Status_Determined2019,Number_Households_2012,Number_Households_2019,Median_Income_Households_2012,Median_Income_Households_2019,Population_18to24years_2012,Population_18to24years_2019,pct_less_than_highschool_graduate_2012,pct_less_than_highschool_graduate_2019,pct_highschool_graduate_equivalency_2012,pct_highschool_graduate_equivalency_2019,pct_some_college_associates_degree_2012,pct_some_college_associates_2019,pct_bachelors_degree_higher_2012,Population_25years_older_2012,Population_25years_older_2019,pct_highschool_graduate_or_higher_2012,pct_highschool_graduate_higher_2019,pct_bachelors_degree_or_higher_2012,pct_bachelors_degree_higher_2019,RetireTotal,RetirementIncome,NoRetirementIncome
0600000US4106193281,"Union CCD, Union County, Oregon",0.39,0.3805,3133,3418,1175,1387,145,164,51,120,3225,3380,11.3,11.4,1226,1351,40769,53843,195,256,14.9,33.2,49.2,46.9,33.3,19.9,2.6,2219,2441,87.6,89,15.1,19.3,1351,370,981
0600000US4106391071,"Enterprise CCD, Wallowa County, Oregon",0.419,0.4745,3017,3178,1144,1366,108,136,45,138,2957,3145,14,13.5,1299,1468,42450,50268,154,128,13.6,41.4,49.4,20.3,26,21.1,11,2340,2477,91.3,92.8,22.2,27.8,1468,369,1099
0600000US4106391139,"Flora CCD, Wallowa County, Oregon",0.306,0.3247,128,80,39,11,3,6,0,0,110,80,3.6,8.8,50,39,58750,41750,20,0,0,-,0,-,100,-,0,85,68,88.2,100,31.8,48.5,39,17,22
0600000US4106391394,"Imnaha CCD, Wallowa County, Oregon",0.467,0.4494,360,172,38,92,0,33,14,19,241,172,50.6,13.4,101,96,20750,-,8,22,0,0,100,36.4,0,63.6,0,202,150,96.5,79.3,24.8,8.7,96,39,57
0600000US4106391496,"Joseph CCD, Wallowa County, Oregon",0.413,0.4509,1511,1756,699,873,129,169,57,70,1594,1724,14.3,9.9,769,822,39290,60294,57,45,12.3,26.7,8.8,0,78.9,73.3,0,1216,1392,93.5,95,25.2,29.6,822,175,647
0600000US4106393366,"Wallowa CCD, Wallowa County, Oregon",0.381,0.4005,1903,1818,900,737,181,88,88,48,1974,1782,11.6,17.7,761,789,37476,42917,178,40,22.5,0,27.5,75,47.2,12.5,2.8,1373,1399,92.5,92.9,18.9,21.7,789,207,582
0600000US4106590085,"Antelope CCD, Wasco County, Oregon",0.422,0.2792,295,386,117,196,33,69,50,18,312,386,25.6,29.3,71,94,32083,34038,20,17,100,0,0,100,0,0,0,183,323,87.4,57.3,51.9,13.9,94,2,92
0600000US4106590935,"Dufur CCD, Wasco County, Oregon",0.434,0.4685,3071,3318,1228,1473,208,233,208,110,2661,3268,18,10,1215,1470,44185,52008,129,269,27.9,8.6,31.8,29.4,29.5,49.1,10.9,2134,2537,86.8,94.4,18.9,17.3,1470,430,1040
0600000US4106593196,"The Dalles CCD, Wasco County, Oregon",0.415,0.4033,20558,21765,9442,9887,1379,832,681,846,20750,21345,18.5,11.4,8236,8571,43247,53475,1757,1575,28.4,31.2,36,26.1,33,39.8,2.6,14647,15086,83,85.8,20.7,20.4,8571,2010,6561
0600000US4106593400,"Warm Springs CCD, Wasco County, Oregon",0.399,0.3941,771,661,203,263,21,20,45,86,814,661,40.5,15.1,226,170,45625,50000,90,102,52.2,20.6,41.1,35.3,6.7,44.1,0,448,353,76.6,80.2,13.4,7.1,170,28,142
0600000US4106790289,"Beaverton-Hillsboro CCD, Washington County, Oregon",0.42,0.427,393662,443078,201322,233905,2056,2226,16868,19125,402171,438900,11,9.3,153954,166816,63862,82338,32805,35067,16.2,13.6,30.8,31.9,42.7,40.4,10.3,270984,306366,90.9,92.3,39.7,44.2,166816,27242,139574
0600000US4106790510,"Chehalem Mountains CCD, Washington County, Oregon",0.463,0.4887,5358,5981,2411,2732,172,424,64,148,5206,5935,7.4,9,1982,2042,70577,84130,383,399,26.4,18.3,36.3,22.3,24.3,42.9,13.1,3776,4440,89.8,89.5,28.2,26.4,2042,606,1436
0600000US4106790561,"Coast Range CCD, Washington County, Oregon",0.375,0.359,8438,8963,3820,4350,127,140,226,188,8210,8951,6.3,4.5,3003,2937,70134,91076,493,739,16.2,19.4,40,31.5,36.9,41.7,6.9,5717,6201,93,93.2,25.7,31.1,2937,609,2328
0600000US4106791156,"Forest Grove-Cornelius CCD, Washington County, Oregon",0.413,0.4009,36983,41688,16117,20843,1012,1016,1190,1562,36055,40583,17.2,8.9,12269,13623,50178,65825,3647,5276,17.7,14.7,32.3,30,46.6,48.7,3.3,23053,25976,79.8,83.6,18,23.6,13623,2490,11133
0600000US4106792210,"North Plains CCD, Washington County, Oregon",0.461,0.4993,4547,5870,2281,2972,86,56,94,296,4979,5848,10,6.7,1842,2117,72019,89563,393,544,23.9,14.7,30.3,29.2,41.2,52.6,4.6,3386,4099,92.5,95.7,32.1,42.7,2117,501,1616
0600000US4106792678,"Rockcreek CCD, Washington County, Oregon",0.391,0.4105,67677,83901,35939,44135,304,161,2212,3575,69659,83750,8.3,7.4,27110,31518,75430,89922,6379,6179,11.5,12.6,28.8,25.4,46.7,43.9,13,45442,57303,94.6,95.2,52.3,58.1,31518,4192,27326
0600000US4106991173,"Fossil CCD, Wheeler County, Oregon",0.471,0.3765,596,560,237,180,30,15,31,24,475,560,9.5,16.6,263,260,39844,40625,9,27,44.4,0,0,29.6,0,70.4,55.6,422,446,89.8,91,16.6,14.8,260,89,171
0600000US4106991938,"Mitchell CCD, Wheeler County, Oregon",0.41,0.3873,847,855,333,271,96,80,38,18,784,833,13.5,12.2,363,380,35240,41364,42,52,21.4,23.1,19,28.8,59.5,48.1,0,622,650,85.4,92,13.7,14.9,380,122,258
0600000US4107190459,"Carlton CCD, Yamhill County, Oregon",0.382,0.3883,7497,8607,3409,4238,126,256,172,318,7327,8545,6.1,7.3,2748,2949,60729,78177,502,881,11.2,16.5,52.2,48.4,20.3,26,16.3,5010,5852,88.6,90.5,18.8,24.1,2949,747,2202
0600000US4107190816,"Dayton-Amity CCD, Yamhill County, Oregon",0.44,0.4043,8441,8918,4093,4142,506,422,299,260,9094,8835,14,11.6,2945,2943,59431,69089,571,514,12.6,12.6,36.6,49.4,47.6,33.7,3.2,6070,6185,87.1,88.9,21.3,23,2943,683,2260
0600000US4107191734,"McMinnville CCD, Yamhill County, Oregon",0.454,0.4864,33822,36333,15068,16433,890,1080,1156,1275,32794,34813,18.1,14,12405,13705,44163,55605,3971,4173,11,13.4,31.4,25.5,52,57.2,5.6,21779,24072,86.6,87.1,22.5,26.5,13705,3038,10667
0600000US4107192125,"Newberg CCD, Yamhill County, Oregon",0.406,0.4183,36887,39421,18253,19624,364,1110,1552,1762,35565,37873,12,11.7,12541,13645,61987,74552,4592,4474,9.6,9.3,32.8,25.5,50.7,57.4,6.9,23554,25889,88.6,89.8,26.8,32.3,13645,2901,10744
0600000US4107192890,"Sheridan CCD, Yamhill County, Oregon",0.373,0.4412,10283,11552,3888,4303,358,294,641,761,9023,9706,12.8,11.7,3281,3566,47023,50938,699,705,22,26.2,46.2,44.4,29.8,25.8,2,7698,8531,83.8,90.3,13.1,15.8,3566,761,2805
